OBJECTID,Province,Sector_Secteur,Site,Status_Etat_Code,Latitude,Longitude
1066,NB,NB-05-030-002,NB_0008,1,46.72038,-64.90329
1067,NB,NB-05-030-002,NB_0009,1,46.72047,-64.89667
1068,NB,NB-05-030-002,NB_0010,1,46.71467,-64.89457
1069,NB,NB-05-030-002,NB_0011,0,46.70857,-64.89632
1070,NB,NB-05-030-002,NB_0012,0,46.70757,-64.89786
1071,NB,NB-05-030-002,NB_0013,0,46.70417,-64.89907
1072,NB,NB-05-030-002,NB_0014,0,46.69797,-64.90707
1073,NB,NB-05-030-002,NB_0015,1,46.71437,-64.88607
1074,NB,NB-05-030-002,NB_0016,1,46.72257,-64.87977
1075,NB,NB-05-030-002,NB_0017,0,46.71447,-64.87846
1076,NB,NB-05-030-002,NB_0018,0,46.71127,-64.87907
1077,NB,NB-05-030-002,NB_0019,1,46.71537,-64.86387
1078,NB,NB-05-030-002,NB_0020,1,46.70819,-64.86928
1079,NB,NB-05-030-002,NB_0021,1,46.70367,-64.86337
1080,NB,NB-05-030-002,NB_0022,1,46.70207,-64.85357
1081,NB,NB-05-030-002,NB_0023,1,46.71158,-64.87877
1082,NB,NB-05-030-002,NB_0024,1,46.70277,-64.86597
1083,NB,NB-05-030-002,NB_0025,0,46.70067,-64.85516
1084,NB,NB-05-030-003,NB_0001,1,46.66758,-64.75307
1085,NB,NB-05-030-003,NB_0002,1,46.66775,-64.75655
1086,NB,NB-05-030-003,NB_0003,1,46.67038,-64.76427
1087,NB,NB-05-030-003,NB_0004,1,46.67007,-64.77077
1088,NB,NB-05-030-003,NB_0005,1,46.674,-64.76765
1089,NB,NB-05-030-003,NB_0006,1,46.67607,-64.75817
1090,NB,NB-05-030-003,NB_0007,1,46.67728,-64.75237
1091,NB,NB-05-030-003,NB_0008,1,46.68018,-64.75567
1092,NB,NB-05-030-003,NB_0009,1,46.68467,-64.75584
1093,NB,NB-05-030-003,NB_0010,1,46.68587,-64.75167
1094,NB,NB-05-030-003,NB_0011,1,46.67498,-64.77417
1095,NB,NB-05-030-003,NB_0012,1,46.67989,-64.77349
1096,NB,NB-05-030-003,NB_0013,1,46.68167,-64.77247
1097,NB,NB-05-030-003,NB_0014,1,46.68378,-64.76245
1098,NB,NB-05-030-003,NB_0015,1,46.68948,-64.76807
1099,NB,NB-05-030-003,NB_0016,1,46.68877,-64.78017
1100,NB,NB-05-030-003,NB_0017,1,46.68447,-64.78557
1101,NB,NB-05-030-003,NB_0018,1,46.68457,-64.79407
1102,NB,NB-05-030-003,NB_0019,1,46.68037,-64.79957
1103,NB,NB-05-030-003,NB_0020,1,46.69197,-64.79047
1104,NB,NB-05-030-003,NB_0021,1,46.69297,-64.80227
1105,NB,NB-05-030-003,NB_0022,1,46.70218,-64.80127
1106,NB,NB-05-030-003,NB_0023,0,46.69997,-64.75607
1107,NB,NB-05-030-003,NB_0024,1,46.68961,-64.8042
1108,NB,NB-05-030-003,NB_0025,1,46.69217,-64.81487
1109,NB,NB-05-030-003,NB_0026,1,46.69547,-64.7552
1110,NB,NB-06-020-001,NB_0001,0,46.52548,-64.69077
1111,NB,NB-06-020-001,NB_0002,1,46.52028,-64.67657
1112,NB,NB-06-020-001,NB_0003,1,46.51679,-64.68359
1113,NB,NB-06-020-001,NB_0004,1,46.50788,-64.68045
1114,NB,NB-06-020-001,NB_0005,1,46.50428,-64.67807
1115,NB,NB-06-020-001,NB_0006,1,46.50008,-64.67657
1116,NB,NB-06-020-001,NB_0007,1,46.49468,-64.67448
1117,NB,NB-06-020-001,NB_0008,1,46.50258,-64.65977
1118,NB,NB-06-020-001,NB_0009,1,46.50928,-64.66217
1119,NB,NB-06-020-001,NB_0010,1,46.50268,-64.65057
1120,NB,NB-06-020-001,NB_0011,1,46.49378,-64.64127
1121,NB,NB-06-020-001,NB_0012,1,46.49018,-64.65837
1122,NB,NB-06-020-001,NB_0013,1,46.48088,-64.63037
1123,NB,NB-06-020-001,NB_0014,1,46.47648,-64.62608
1124,NB,NB-06-020-001,NB_0015,1,46.46118,-64.62138
1125,NB,NB-06-020-001,NB_0016,1,46.45358,-64.62377
1126,NB,NB-06-020-001,NB_0017,1,46.49688,-64.67617
1127,NB,NB-06-020-001,NB_0018,1,46.49718,-64.67487
1128,NB,NB-06-020-001,NB_0019,1,46.50008,-64.67497
1129,NB,NB-06-020-001,NB_0020,1,46.52638,-64.68877
1130,NB,NB-06-020-001,NB_0021,1,46.50794,-64.67227
1131,NB,NB-06-020-001,NB_0022,1,46.50795,-64.67847
1132,NB,NB-06-020-002,NB_0001,1,46.41148,-64.82027
1133,NB,NB-06-020-002,NB_0002,1,46.42078,-64.81017
1134,NB,NB-06-020-002,NB_0003,1,46.43828,-64.78468
1135,NB,NB-06-020-002,NB_0004,1,46.44538,-64.76508
1136,NB,NB-06-020-002,NB_0005,1,46.45308,-64.74907
1137,NB,NB-06-020-002,NB_0006,1,46.45548,-64.73867
1138,NB,NB-06-020-002,NB_0007,1,46.46363,-64.72786
1139,NB,NB-06-020-002,NB_0008,0,46.46478,-64.71977
1140,NB,NB-06-020-002,NB_0009,0,46.46878,-64.72057
1141,NB,NB-06-020-002,NB_0010,1,46.46814,-64.72258
1142,NB,NB-06-020-002,NB_0011,0,46.46828,-64.72317
1143,NB,NB-06-020-002,NB_0012,1,46.47168,-64.71889
1144,NB,NB-06-020-002,NB_0013,1,46.4751,-64.71506
1145,NB,NB-06-020-002,NB_0014,1,46.47318,-64.70017
1146,NB,NB-06-020-002,NB_0015,1,46.46397,-64.69625
1147,NB,NB-06-020-002,NB_0016,1,46.47128,-64.68907
1148,NB,NB-06-020-002,NB_0017,1,46.48143,-64.69611
1149,NB,NB-06-020-002,NB_0018,1,46.48458,-64.68817
1150,NB,NB-06-020-002,NB_0019,1,46.48533,-64.68155
1151,NB,NB-06-020-002,NB_0021,1,46.47538,-64.66677
1152,NB,NB-06-020-002,NB_0023,1,46.46568,-64.67387
1153,NB,NB-06-020-002,NB_0024,1,46.45678,-64.68177
1154,NB,NB-06-020-002,NB_0025,1,46.45218,-64.68748
1155,NB,NB-06-020-002,NB_0026,1,46.45393,-64.69245
1156,NB,NB-06-020-002,NB_0027,1,46.44321,-64.69907
1157,NB,NB-06-020-002,NB_0028,0,46.41947,-64.7281
1158,NB,NB-06-020-002,NB_0029,1,46.45998,-64.67697
1159,NB,NB-06-020-002,NB_0030,1,46.44648,-64.69218
1160,NB,NB-06-020-002,NB_0031,0,46.44968,-64.69653
1161,NB,NB-06-020-002,NB_0032,0,46.44488,-64.69508
1162,NB,NB-06-020-002,NB_0033,0,46.44008,-64.69788
1163,NB,NB-06-020-002,NB_0034,0,46.43978,-64.70277
1164,NB,NB-06-020-002,NB_0035,1,46.4355,-64.69956
1165,NB,NB-06-020-002,NB_0036,0,46.43378,-64.70187
1166,NB,NB-06-020-002,NB_0037,0,46.43788,-64.70727
1167,NB,NB-06-020-002,NB_0038,1,46.43878,-64.71117
1168,NB,NB-06-020-002,NB_0039,0,46.43118,-64.72038
1169,NB,NB-06-020-002,NB_0043,1,46.48158,-64.69428
1170,NB,NB-06-020-002,NB_0044,1,46.47638,-64.69608
1171,NB,NB-06-020-002,NB_0047,1,46.48208,-64.70397
1172,NB,NB-06-020-002,NB_0048,0,46.48392,-64.70894
1173,NB,NB-06-020-002,NB_0049,0,46.42054,-64.72527
1174,NB,NB-06-020-003,NB_0001,1,46.46558,-64.66217
1175,NB,NB-06-020-003,NB_0002,1,46.45964,-64.65586
1176,NB,NB-06-020-003,NB_0003,1,46.45641,-64.64999
1177,NB,NB-06-020-003,NB_0004,1,46.44728,-64.64017
1178,NB,NB-06-020-003,NB_0005,0,46.44308,-64.63518
1179,NB,NB-06-020-003,NB_0006,1,46.43508,-64.62647
1180,NB,NB-06-020-003,NB_0007,1,46.44308,-64.63387
1181,NB,NB-06-030-001,NB_0001,1,46.42681,-64.6228
1182,NB,NB-06-030-001,NB_0002,0,46.41538,-64.61478
1183,NB,NB-06-030-001,NB_0003,0,46.41128,-64.61887
1184,NB,NB-06-030-001,NB_0004,0,46.41334,-64.61325
1185,NB,NB-06-030-001,NB_0005,0,46.41178,-64.61758
1186,NB,NB-06-030-001,NB_0006,1,46.41117,-64.62054
1187,NB,NB-06-030-001,NB_0007,1,46.39955,-64.61318
1188,NB,NB-06-030-001,NB_0008,0,46.39698,-64.61298
1189,NB,NB-06-030-001,NB_0009,0,46.39428,-64.61257
1190,NB,NB-06-030-001,NB_0010,0,46.39158,-64.61347
1191,NB,NB-06-030-001,NB_0011,1,46.39,-64.61533
1192,NB,NB-06-030-001,NB_0012,1,46.38783,-64.61785
1193,NB,NB-06-030-001,NB_0013,0,46.39018,-64.61468
1194,NB,NB-06-030-001,NB_0014,0,46.39078,-64.60918
1195,NB,NB-06-030-001,NB_0015,1,46.39348,-64.61028
1196,NB,NB-06-030-001,NB_0016,0,46.39438,-64.60448
1197,NB,NB-06-030-001,NB_0017,1,46.39538,-64.60088
1198,NB,NB-06-030-001,NB_0018,0,46.38828,-64.61108
1199,NB,NB-06-030-001,NB_0019,1,46.38898,-64.60788
1200,NB,NB-06-030-001,NB_0020,1,46.38808,-64.60518
1201,NB,NB-06-030-001,NB_0021,0,46.38758,-64.61008
1202,NB,NB-06-030-001,NB_0022,0,46.38618,-64.61198
1203,NB,NB-06-030-001,NB_0023,1,46.38578,-64.60938
1204,NB,NB-06-030-001,NB_0024,0,46.38488,-64.61198
1205,NB,NB-06-030-001,NB_0025,0,46.38198,-64.61188
1206,NB,NB-06-030-001,NB_0026,1,46.38458,-64.59827
1207,NB,NB-06-030-001,NB_0027,1,46.3695,-64.59296
1208,NB,NB-06-030-001,NB_0028,1,46.37551,-64.61425
1209,NB,NB-06-030-001,NB_0029,1,46.3677,-64.61715
1210,NB,NB-06-030-001,NB_0030,1,46.35958,-64.61448
1211,NB,NB-06-030-001,NB_0031,1,46.41123,-64.61267
1212,NB,NB-06-030-001,NB_0032,1,46.39788,-64.61237
1213,NB,NB-06-030-001,NB_0033,0,46.39278,-64.60767
1214,NB,NB-06-030-001,NB_0034,1,46.38198,-64.60988
1215,NB,NB-06-030-001,NB_0035,1,46.37988,-64.61147
1216,NB,NB-06-030-001,NB_0036,1,46.41901,-64.6188
1217,NB,NB-06-030-002,NB_0001,0,46.32348,-64.67508
1218,NB,NB-06-030-002,NB_0002,0,46.32438,-64.66927
1219,NB,NB-06-030-002,NB_0003,1,46.32368,-64.65948
1220,NB,NB-06-030-002,NB_0004,0,46.32008,-64.65648
1221,NB,NB-06-030-002,NB_0005,0,46.32578,-64.65147
1222,NB,NB-06-030-002,NB_0006,0,46.32568,-64.64428
1223,NB,NB-06-030-002,NB_0007,1,46.32428,-64.63518
1224,NB,NB-06-030-002,NB_0008,0,46.32478,-64.62807
1225,NB,NB-06-030-002,NB_0009,1,46.32778,-64.62257
1226,NB,NB-06-030-002,NB_0010,0,46.33258,-64.61818
1227,NB,NB-06-030-002,NB_0011,1,46.33548,-64.61898
1228,NB,NB-06-030-002,NB_0012,0,46.33748,-64.62447
1229,NB,NB-06-030-002,NB_0013,1,46.33708,-64.61708
1230,NB,NB-06-030-002,NB_0014,1,46.33488,-64.61086
1231,NB,NB-06-030-002,NB_0015,1,46.34429,-64.61344
1232,NB,NB-06-030-002,NB_0016,1,46.34888,-64.61158
1233,NB,NB-06-030-002,NB_0017,0,46.35158,-64.61258
1234,NB,NB-06-030-002,NB_0019,1,46.35388,-64.60908
1235,NB,NB-06-030-002,NB_0020,1,46.34588,-64.60297
1236,NB,NB-06-030-002,NB_0021,1,46.33262,-64.59319
1237,NB,NB-06-030-002,NB_0022,1,46.33278,-64.57338
1238,NB,NB-06-030-002,NB_0023,1,46.34246,-64.57435
1239,NB,NB-06-030-002,NB_0024,1,46.35069,-64.57327
1240,NB,NB-06-030-002,NB_0025,1,46.3507,-64.57388
1241,NB,NB-06-030-002,NB_0026,1,46.33748,-64.57258
1242,NB,NB-06-030-002,NB_0027,1,46.33423,-64.56829
1243,NB,NB-06-030-002,NB_0028,0,46.33028,-64.56937
1244,NB,NB-06-030-002,NB_0029,1,46.33408,-64.57478
1245,NB,NB-06-030-002,NB_0030,1,46.33166,-64.58538
1246,NB,NB-06-030-002,NB_0031,1,46.33376,-64.59307
1247,NB,NB-06-030-002,NB_0032,1,46.33488,-64.60078
1248,NB,NB-06-030-002,NB_0033,1,46.35388,-64.60387
1249,NB,NB-07-010-001,NB_0001,1,46.31238,-64.51337
1250,NB,NB-07-010-001,NB_0002,1,46.30329,-64.51446
1251,NB,NB-07-010-001,NB_0003,1,46.28862,-64.53601
1252,NB,NB-07-010-001,NB_0004,1,46.2981,-64.53606
1253,NB,NB-07-010-001,NB_0005,0,46.29338,-64.55608
1254,NB,NB-07-010-001,NB_0006,1,46.28831,-64.56262
1255,NB,NB-07-010-001,NB_0007,1,46.28426,-64.56881
1256,NB,NB-07-010-001,NB_0008,1,46.27879,-64.56667
1257,NB,NB-07-010-001,NB_0009,1,46.27878,-64.57278
1258,NB,NB-07-010-001,NB_0010,1,46.27478,-64.56978
1259,NB,NB-07-010-001,NB_0011,0,46.27238,-64.57558
1260,NB,NB-07-010-001,NB_0012,1,46.26799,-64.58401
1261,NB,NB-07-010-001,NB_0013,0,46.25978,-64.59658
1262,NB,NB-07-010-001,NB_0014,1,46.26488,-64.60128
1263,NB,NB-07-010-001,NB_0015,0,46.27408,-64.56576
1264,NB,NB-07-010-001,NB_0016,1,46.27447,-64.56147
1265,NB,NB-07-010-001,NB_0034,1,46.29438,-64.54728
1266,NB,NB-07-010-001,NB_0035,1,46.29318,-64.55537
1267,NB,NB-07-010-001,NB_T001,0,46.30128,-64.55208
1268,NB,NB-07-010-001,NB_T002,0,46.29768,-64.55488
1269,NB,NB-07-010-001,NB_T003,0,46.29538,-64.55578
1270,NB,NB-07-010-001,NB_T004,0,46.29428,-64.55708
1271,NB,NB-07-010-001,NB_T005,0,46.28528,-64.57458
1272,NB,NB-07-010-001,NB_T006,0,46.27998,-64.58028
1273,NB,NB-07-010-002,NB_0017,1,46.26728,-64.55658
1274,NB,NB-07-010-002,NB_0018,1,46.25398,-64.55527
1275,NB,NB-07-010-002,NB_0019,1,46.26279,-64.56379
1276,NB,NB-07-010-002,NB_0020,1,46.26079,-64.56381
1277,NB,NB-07-010-002,NB_0021,1,46.25167,-64.56672
1278,NB,NB-07-010-002,NB_0022,1,46.24218,-64.56428
1279,NB,NB-07-010-002,NB_0023,1,46.23679,-64.55997
1280,NB,NB-07-010-002,NB_0024,1,46.23448,-64.56039
1281,NB,NB-07-010-002,NB_0025,1,46.22858,-64.56007
1282,NB,NB-07-010-002,NB_0026,0,46.22218,-64.56087
1283,NB,NB-07-010-002,NB_0027,0,46.21918,-64.55398
1284,NB,NB-07-010-002,NB_0028,0,46.20928,-64.55167
1285,NB,NB-07-010-002,NB_0029,0,46.22348,-64.54917
1286,NB,NB-07-010-002,NB_0030,1,46.22931,-64.53445
1287,NB,NB-07-010-002,NB_0031,0,46.22998,-64.52307
1288,NB,NB-07-010-002,NB_0032,0,46.23268,-64.51927
1289,NB,NB-07-010-002,NB_0033,1,46.24128,-64.53348
1290,NB,NB-07-010-002,NB_0042,1,46.23978,-64.54607
1291,NB,NB-07-010-002,NB_0043,0,46.23945,-64.52864
1292,NB,NB-07-010-002,NB_0044,1,46.24458,-64.53548
1293,NB,NB-07-010-002,NB_T007,0,46.22278,-64.56638
1294,NB,NB-07-010-002,NB_T008,0,46.22188,-64.56638
1295,NB,NB-07-010-002,NB_T009,0,46.21448,-64.56808
1296,NB,NB-07-010-002,NB_T010,0,46.20918,-64.55978
1297,NB,NB-07-010-002,NB_T011,0,46.23048,-64.55138
1298,NB,NB-07-010-003,NB_0036,1,46.27525,-64.54398
1299,NB,NB-07-010-003,NB_0037,1,46.26028,-64.54597
1300,NB,NB-07-010-003,NB_0038,1,46.25212,-64.53774
1301,NB,NB-07-010-003,NB_0039,1,46.25638,-64.53168
1302,NB,NB-07-010-003,NB_0040,1,46.27268,-64.52688
1303,NB,NB-07-010-003,NB_0041,0,46.27188,-64.53338
1304,NB,NB-07-020-001,NB_0001,0,46.24048,-64.52148
1305,NB,NB-07-020-001,NB_0002,0,46.24008,-64.51858
1306,NB,NB-07-020-001,NB_0003,0,46.24266,-64.51099
1307,NB,NB-07-020-001,NB_0004,0,46.24013,-64.50623
1308,NB,NB-07-020-001,NB_0005,1,46.23807,-64.49651
1309,NB,NB-07-020-001,NB_0006,1,46.23918,-64.48898
1310,NB,NB-07-020-001,NB_0007,0,46.23808,-64.48447
1311,NB,NB-07-020-001,NB_0008,1,46.23667,-64.47592
1312,NB,NB-07-020-001,NB_0009,1,46.23768,-64.46597
1313,NB,NB-07-020-001,NB_0010,1,46.23798,-64.45877
1314,NB,NB-07-020-001,NB_0011,1,46.23738,-64.44937
1315,NB,NB-07-020-001,NB_0012,1,46.23728,-64.43746
1316,NB,NB-07-020-001,NB_0013,1,46.23838,-64.4268
1317,NB,NB-07-020-001,NB_0014,1,46.23678,-64.41077
1318,NB,NB-07-020-001,NB_0015,1,46.23368,-64.40357
1319,NB,NB-07-020-001,NB_0016,1,46.22095,-64.39784
1320,NB,NB-07-020-001,NB_0017,1,46.22387,-64.38641
1321,NB,NB-07-020-001,NB_0018,0,46.22358,-64.38357
1322,NB,NB-07-020-001,NB_0019,1,46.22198,-64.36823
1323,NB,NB-07-020-001,NB_0020,1,46.21478,-64.36707
1324,NB,NB-07-020-001,NB_0021,1,46.20938,-64.36827
1325,NB,NB-07-020-001,NB_0022,1,46.20408,-64.36427
1326,NB,NB-07-020-001,NB_0023,1,46.22378,-64.36637
1327,NB,NB-07-020-001,NB_0024,0,46.23198,-64.43368
1328,NB,NB-07-020-001,NB_0025,0,46.23148,-64.43627
1329,NB,NB-07-020-001,NB_0026,0,46.23148,-64.43758
1330,NB,NB-07-020-001,NB_0027,1,46.22718,-64.3563
1331,NB,NB-07-020-001,NB_0028,1,46.24353,-64.50623
1332,NB,NB-07-020-001,NB_T001,0,46.23988,-64.51817
1333,NB,NB-07-020-001,NB_T002,0,46.22618,-64.49738
1334,NB,NB-07-020-001,NB_T003,0,46.22518,-64.47368
1335,NB,NB-07-020-001,NB_T004,0,46.22568,-64.43648
1336,NB,NB-07-020-001,NB_T005,0,46.19628,-64.36958
1337,NB,NB-07-020-001,NB_T006,0,46.19198,-64.35777
1338,NB,NB-07-020-002,NB_0001,1,46.22768,-64.34697
1339,NB,NB-07-020-002,NB_0002,1,46.23158,-64.31927
1340,NB,NB-07-020-002,NB_0003,1,46.22987,-64.29761
1341,NB,NB-07-020-002,NB_0004,1,46.22598,-64.29577
1342,NB,NB-07-020-002,NB_0005,1,46.23508,-64.28527
1343,NB,NB-07-020-002,NB_0006,0,46.2352,-64.27789
1344,NB,NB-07-020-002,NB_0007,1,46.23491,-64.27052
1345,NB,NB-07-020-002,NB_0008,0,46.23488,-64.26257
1346,NB,NB-07-020-002,NB_0009,1,46.23521,-64.26077
1347,NB,NB-07-020-002,NB_0010,1,46.23081,-64.24197
1348,NB,NB-07-020-002,NB_0011,1,46.2272,-64.22754
1349,NB,NB-07-020-002,NB_0012,1,46.22918,-64.33437
1350,NB,NB-07-020-002,NB_0013,0,46.22898,-64.34707
1351,NB,NB-07-020-002,NB_0014,0,46.23288,-64.31927
1352,NB,NB-07-020-002,NB_T001,0,46.22108,-64.35037
1353,NB,NB-07-020-002,NB_T002,0,46.22158,-64.33037
1354,NB,NB-07-020-002,NB_T003,0,46.21558,-64.29717
1355,NB,NB-07-020-002,NB_T004,0,46.22048,-64.26647
1356,NB,NB-07-030-001,NB_0001,0,46.21758,-64.22007
1357,NB,NB-07-030-001,NB_0002,0,46.21408,-64.21317
1358,NB,NB-07-030-001,NB_0003,0,46.20998,-64.19747
1359,NB,NB-07-030-001,NB_0004,0,46.20018,-64.16877
1360,NB,NB-07-030-001,NB_0005,0,46.19528,-64.15827
1361,NB,NB-07-030-001,NB_0006,0,46.19163,-64.15614
1362,NB,NB-07-030-001,NB_0007,0,46.21892,-64.21944
1363,NB,NB-07-030-001,NB_0008,0,46.2158,-64.21362
1364,NB,NB-07-030-001,NB_0009,0,46.21204,-64.2049
1365,NB,NB-07-030-001,NB_0022,0,46.21107,-64.2009
1366,NB,NB-07-030-002,NB_0007,0,46.18108,-64.16547
1367,NB,NB-07-030-002,NB_0008,1,46.16578,-64.16386
1368,NB,NB-07-030-002,NB_0009,1,46.17398,-64.15107
1369,NB,NB-07-030-002,NB_0010,1,46.16438,-64.14177
1370,NB,NB-07-030-002,NB_0011,1,46.17608,-64.12386
1371,NB,NB-07-030-002,NB_0023,1,46.18818,-64.14927
1372,NB,NB-07-030-002,NB_0024,1,46.17778,-64.16057
1373,NB,NB-07-030-002,NB_0025,1,46.16328,-64.16427
1374,NB,NB-07-030-002,NB_0026,1,46.15434,-64.13501
1375,NB,NB-07-030-002,NB_0027,1,46.17068,-64.13387
1376,NB,NB-07-030-002,NB_T001,0,46.15928,-64.18187
1377,NB,NB-07-030-002,NB_T002,0,46.15238,-64.17067
1378,NB,NB-07-030-003,NB_0012,1,46.18308,-64.11497
1379,NB,NB-07-030-003,NB_0013,1,46.17608,-64.10707
1380,NB,NB-07-030-003,NB_0014,1,46.16472,-64.08984
1381,NB,NB-07-030-003,NB_0015,1,46.15408,-64.07297
1382,NB,NB-07-030-003,NB_0016,1,46.15858,-64.06396
1383,NB,NB-07-030-003,NB_0017,1,46.16378,-64.06857
1384,NB,NB-07-030-003,NB_0018,1,46.16828,-64.06416
1385,NB,NB-07-030-003,NB_0019,1,46.17678,-64.05237
1386,NB,NB-07-030-003,NB_0020,1,46.18168,-64.02296
1387,NB,NB-07-030-003,NB_0021,0,46.17933,-63.9913
1388,NB,NB-07-030-003,NB_0028,1,46.15128,-64.07446
1389,NB,NB-07-030-003,NB_0029,1,46.15758,-64.06036
1390,NB,NB-07-030-003,NB_0030,0,46.18108,-63.98886
1391,NB,NB-07-030-003,NB_0031,1,46.16118,-64.08157
1392,NB,NB-07-030-003,NB_0032,1,46.17905,-63.9999
1393,NB,NB-07-030-003,NB_T003,0,46.15038,-64.08327
1394,NB,NB-07-030-003,NB_T004,0,46.13508,-64.08196
1395,NB,NB-07-030-003,NB_T005,0,46.13878,-64.06587
1396,NB,NB-07-030-003,NB_T006,0,46.15288,-64.05347
1397,NB,NB-07-040-001,NB_0001,1,46.17407,-63.95947
1398,NB,NB-07-040-001,NB_0002,1,46.16621,-63.93084
1399,NB,NB-07-040-001,NB_0003,1,46.15895,-63.91266
1400,NB,NB-07-040-001,NB_0004,1,46.15356,-63.89486
1401,NB,NB-07-040-001,NB_0005,1,46.14978,-63.88636
1402,NB,NB-07-040-001,NB_0006,1,46.14768,-63.86526
1403,NB,NB-07-040-001,NB_0007,1,46.15388,-63.85726
1404,NB,NB-07-040-001,NB_0008,0,46.16748,-63.92936
1405,NB,NB-07-040-001,NB_0009,0,46.15993,-63.91124
1406,NB,NB-07-040-001,NB_0010,0,46.17515,-63.95882
1407,NB,NB-07-040-001,NB_T001,0,46.17238,-63.96026
1408,NB,NB-07-040-001,NB_T002,0,46.16498,-63.93226
1409,NB,NB-07-040-001,NB_T003,0,46.15628,-63.91756
1410,NB,NB-07-040-001,NB_T004,0,46.15298,-63.91136
1411,NB,NB-07-040-001,NB_T005,0,46.14628,-63.90316
1412,NB,NB-07-040-001,NB_T006,0,46.14308,-63.88236
1413,NB,NB-07-040-001,NB_T007,0,46.14458,-63.86296
1414,NB,NB-07-040-002,NB_0008,1,46.16359,-63.8136
1415,NB,NB-07-040-002,NB_0009,1,46.14458,-63.80606
1416,NB,NB-07-040-002,NB_0010,1,46.13914,-63.80746
1417,NB,NB-07-040-002,NB_0011,1,46.13518,-63.79036
1418,NB,NB-07-040-002,NB_0012,0,46.13318,-63.78516
1419,NB,NB-07-040-002,NB_0013,0,46.12958,-63.78316
1420,NB,NB-07-040-002,NB_0014,1,46.12418,-63.78241
1421,NB,NB-07-040-002,NB_0015,1,46.10878,-63.77186
1422,NB,NB-07-040-002,NB_0016,0,46.09425,-63.7921
1423,NB,NB-07-040-002,NB_0017,1,46.12887,-63.78363
1424,NB,NB-07-040-002,NB_0018,1,46.09386,-63.7912
1425,NB,NB-07-040-002,NB_T008,0,46.13688,-63.81136
1426,NB,NB-07-040-002,NB_T009,0,46.13548,-63.81756
1427,NB,NB-07-040-002,NB_T010,0,46.12308,-63.78306
1428,NB,NB-07-040-002,NB_T011,0,46.10848,-63.77606
1429,NB,NB-07-040-002,NB_T012,0,46.09868,-63.79626
1430,NB,NB-07-050-001,NB_0001,0,46.0848,-63.81241
1431,NB,NB-07-050-001,NB_0002,0,46.08548,-63.82036
1432,NB,NB-07-050-001,NB_0003,0,46.08358,-63.83296
1433,NB,NB-07-050-001,NB_0004,0,46.08058,-63.84906
1434,NB,NB-07-050-001,NB_0005,0,46.07318,-63.87156
1435,NB,NB-07-050-001,NB_0006,0,46.06518,-63.88856
1436,NB,NB-07-050-001,NB_0007,0,46.05968,-63.90336
1437,NB,NB-07-050-001,NB_0008,0,46.05408,-63.92816
1438,NB,NB-07-050-001,NB_0009,0,46.05618,-63.94366
1439,NB,NB-07-050-001,NB_0010,0,46.05648,-63.95626
1440,NB,NB-07-050-001,NB_0011,0,46.05452,-63.98125
1441,NB,NB-07-050-001,NB_0012,0,46.05383,-63.98783
1442,NB,NB-07-050-001,NB_0013,0,46.05293,-63.98765
1443,NB,NB-07-050-001,NB_0014,0,46.05351,-63.98124
1444,NB,NB-07-050-001,NB_0015,0,46.05538,-63.95596
1445,NB,NB-07-050-002,NB_0001,1,46.05408,-64.00866
1446,NB,NB-07-050-002,NB_0002,1,46.05558,-64.01447
1447,NB,NB-07-050-002,NB_0003,1,46.05238,-64.02187
1448,NB,NB-07-050-002,NB_0004,1,46.04448,-64.04626
1449,NB,NB-07-050-002,NB_0005,1,46.04558,-64.05276
1450,NB,NB-07-050-002,NB_0006,1,46.05318,-64.05607
1451,NB,NB-07-050-002,NB_0007,0,46.05268,-64.06357
1452,NB,NB-07-050-002,NB_0008,0,46.05278,-64.07037
1453,NB,NB-07-050-002,NB_0009,1,46.05008,-64.07806
1454,NB,NB-07-050-002,NB_0010,0,46.04908,-64.08866
1455,NB,NB-07-050-002,NB_0011,0,46.05258,-64.09486
1456,NB,NB-07-050-002,NB_0012,0,46.04668,-64.07407
1457,NB,NB-07-050-002,NB_0013,1,46.04268,-64.06976
1458,NB,NB-07-050-002,NB_0014,1,46.03607,-64.07694
1459,NB,NB-07-050-002,NB_0015,1,46.02945,-64.09013
1460,NB,NB-07-050-002,NB_0016,1,46.02202,-64.09392
1461,NB,NB-07-050-002,NB_0017,0,46.0278,-64.10214
1462,NB,NB-07-050-002,NB_0018,0,46.02418,-64.10146
1463,NB,NB-07-050-002,NB_0019,0,46.01658,-64.09937
1464,NB,NB-07-050-002,NB_0020,1,46.02178,-64.08746
1465,NB,NB-07-050-002,NB_0021,1,46.01964,-64.07845
1466,NB,NB-07-050-002,NB_0022,1,46.05064,-64.0698
1467,NB,NB-07-050-002,NB_T001,0,46.06678,-64.04987
1468,NB,NB-07-050-002,NB_T002,0,46.06668,-64.05956
1469,NB,NB-07-050-003,NB_0022,0,46.00728,-64.07787
1470,NB,NB-07-050-003,NB_0023,0,46.00586,-64.06756
1471,NB,NB-07-050-003,NB_0024,0,46.00068,-64.06633
1472,NB,NB-07-050-003,NB_0025,0,46.00088,-64.06097
1473,NB,NB-07-050-003,NB_0026,0,45.99476,-64.05401
1474,NB,NB-07-050-003,NB_0027,0,45.99464,-64.04543
1475,NB,NB-07-050-003,NB_0028,0,45.99418,-64.04106
