Result Date,E. coli - counts Flag,E. coli - counts,E. coli - MPN Flag,E. coli - MPN MPN/100ml,Enterococcus  Flag,Enterococcus  MPN/100ml,Station
2022-06-29 00:00,,,,120,<,10,64248
2022-06-28 00:00,,,,10,,10,64248
2022-06-27 00:00,,,<,10,<,10,64248
2022-06-26 00:00,,,,31,,31,64248
2022-06-25 00:00,,,,10,,10,64248
2022-06-24 00:00,,,,31,<,10,64248
2022-06-23 00:00,,,<,10,<,10,64248
2022-06-22 00:00,,,<,10,<,10,64248
2022-06-21 00:00,,,,10,<,10,64248
2022-06-20 00:00,,,,97,,10,64248
2022-06-19 00:00,,,,120,,52,64248
2022-06-18 00:00,,,<,10,<,10,64248
2022-06-17 00:00,,,<,10,<,10,64248
2022-06-16 00:00,,,<,10,<,10,64248
2022-06-15 00:00,,,,131,,30,64248
2022-06-14 00:00,,,,52,,31,64248
2022-06-13 00:00,,,<,10,<,10,64248
2022-06-12 00:00,,,<,10,<,10,64248
2022-06-11 00:00,,,<,10,<,10,64248
2022-06-10 00:00,,,<,10,<,10,64248
2022-06-09 00:00,,,<,10,<,10,64248
2022-06-08 00:00,,,<,10,,10,64248
2022-06-07 00:00,,,<,10,<,10,64248
2022-06-06 00:00,,,<,10,<,10,64248
2022-06-05 00:00,,,<,10,<,10,64248
2022-06-04 00:00,,,<,10,,10,64248
2022-06-03 00:00,,,,86,,10,64248
2022-06-02 00:00,,,<,10,<,10,64248
2022-06-01 00:00,,,<,10,,175,64248
2022-05-31 00:00,,,,10,<,10,64248
2022-05-30 00:00,,,<,10,,10,64248
2022-05-29 00:00,,,<,10,<,10,64248
2022-05-28 00:00,,,<,10,,10,64248
2022-05-27 00:00,,,<,10,<,10,64248
2022-05-26 00:00,,,<,10,<,10,64248
2022-05-25 00:00,,,<,10,<,10,64248
2022-05-24 00:00,,,,10,<,10,64248
2022-05-23 00:00,,,,31,,10,64248
2022-05-22 00:00,,,<,10,,10,64248
2022-05-21 00:00,,,<,10,<,10,64248
2022-05-20 00:00,,,<,10,<,10,64248
2022-05-19 00:00,,,<,10,,10,64248
2022-05-18 00:00,,,<,10,,10,64248
